updated|content|app_name|rating
2022-03-02 16:04:13-07:00|I really like this app because I have family in Italy and I don’t know how to speak this app has been helping a lotttt and I really love it |Duolingo - Language Lessons|5.0
2022-03-02 16:02:05-07:00|I started using the app about 10 days ago. I set my daily lesson for 10 minutes. You start the lesson and next thing you know it’s done because the lessons really engage you and keep your attention. I have already recommended this app to multiple other people. I most definitely give this app !!!|Duolingo - Language Lessons|5.0
2022-03-02 15:14:39-07:00|A great App with easy learning and helps you learn a new language or relearn an old one! Well worth the download!|Duolingo - Language Lessons|5.0
2022-03-02 14:35:39-07:00|Best one ever I can speak Spanish now and understand what my grandmother is saying|Duolingo - Language Lessons|5.0
2022-03-02 14:28:23-07:00|I did my best to follow this app and had a 12 day streak going. I earned enough “crowns/jewels” to get 350 hearts so I could make mistakes while learning but when I cashed them in they disappeared. So, since you can only learn if you have hearts-aka paid app subscript I ended up disappointed and deleted the app. I am a teacher. Seems to me that this is counterintuitive to leaning. Especially for those who do not have unlimited resources and cannot pay for an app that touts itself as free only to find that if you make a mistake you cannot learn more Without paying for it. You get only 5 hearts per day. Every mistake costs one heart btw.|Duolingo - Language Lessons|1.0
2022-03-02 14:14:41-07:00|I think this app deserves more than five stars but of course that is not possible the thing I am uncomfortable with is using the microphone from past experience ( including my talking Angela and a kidnapper experience) other wise this app should be promoted on to the Guinness book of world records for the best on in the state|Duolingo - Language Lessons|5.0
2022-03-02 12:58:34-07:00|Best foreign language tool I’ve ever seen. The animation makes it so much fun.|Duolingo - Language Lessons|5.0
2022-03-02 12:50:06-07:00|I Like this it’s very understanding, enjoyable, better than Rosetta Stone. It is repetitive on some parts but that’s the best part in helping with memorizing and pronunciation.|Duolingo - Language Lessons|5.0
2022-03-02 12:48:34-07:00|I think Duolingo is a great way to learn new languages just for the fun of learning or to see relatives and be able to talk to them easily. It definitely makes a difference. There are some things that you can say in one part of the country your learning and not in the other but other than that it’s wonderful!! I would definitely recommend it!|Duolingo - Language Lessons|4.0
2022-03-02 12:43:59-07:00|Duolingo is the best ! I love this app. It helps you learn languages and even helps you study Hawaiian .this app is so cool and if you want to lean a language and don’t know where to start use Duolingo , even if you know a language already you take a short five minute quiz to see where you are and how they can help you . I rate this app a five out of five stars ,get this app guys!|Duolingo - Language Lessons|5.0
2022-03-02 12:29:16-07:00|Great app for learning another language really the only thing to complain about are the lives system you only get 5 and of you make to many mistakes you can’t access any lessons anymore except practice mode which is the only way to get lives instantly without paying with gems or the stupid subscription service, you can earn gems by leveling up and finishing goal’s. Overall good app just annoying features, also hate the adds to intrusive l, also the bird is scary please take away the bird his notifications scare me|Duolingo - Language Lessons|5.0
2022-03-02 12:28:02-07:00|Make Duolingo just be Duolingo plus please do it as soon as you get this message!!!!!|Duolingo - Language Lessons|4.0
2022-03-02 12:12:45-07:00|I give duolingo 100 million stars because they make learning languages super duper fun! I am learning russian and when I tried from youtube, it was difficult but when I downloaded duolingo, I can show off to my sister! RECOMMEND THIS APP SO MUCH!|Duolingo - Language Lessons|5.0
2022-03-02 08:11:27-07:00|For those who are starting out in learning Japanese, such as, you are an absolute beginner, I wouldn’t recommend this app as it’ll overwhelm you with Kanji right from the start. I would highly recommend LingoDeer and its app, as it teaches you sentence structures as well as grammar (and vocabulary among other things) and that app is much helpful to get you started in learning. As someone who is intermediate in Japanese, I WOULD recommend this app for intermediate users as a testing app, as throwing Kanji and its use of complex sentence structures is really good for those who wish to take the JLPT anytime soon. Again, only for intermediate (N4 level) users that knows Kanji, and intermediate grammar. THIS APP IS NOT FOR BEGINNERS!!EDIT: so they implemented the key system; you can spend gems to get a regular key OR you can pay for the UNLIMITED KEY… since they made this change, I don’t think that I can recommend this app anymore, unless your okay to spend money on this yearly. There’s better alternatives to learning Japanese, such as using LingoDeer… And if you want to test yourself, there’s Migi…|Duolingo - Language Lessons|2.0
2022-03-02 07:51:04-07:00|Learning Spanish on this easy to use and encouraging language learning app. It’s simple, progresses appropriately, and it’s game of five to keep you competing with a few other people. They’ve also given the feature of adjuvant or paid subscription driven usage. This is wonderful as their goal is to provide a free language learning app for people that is universally available. I believe these developers have set a high goal and achieved it. Highly recommended language appUpdate: Learning Greek is not as good though on here. Teaching you “ Pink Rice” many times, which is not useful nor a dish in Greece. thats the drop from 5 to 4. Needs normal word phrases.Otherwise, great!|Duolingo - Language Lessons|4.0
2022-03-02 07:43:53-07:00|I Love This App, I Love it Because It Let’s Me Learn Japanese And French And All Different languages, And That’s What I Love About Duolingo|Duolingo - Language Lessons|5.0
2022-03-02 06:14:23-07:00|While the app itself runs well, the lessons contained within are very poor. The new material that Duolingo has been adding, especially on the English to German course, shouldn’t have been let out of testing. As much as I hate to say it, duolingo should quit making “improvements” to the app and start making improvements to the content|Duolingo - Language Lessons|2.0
2022-03-02 06:04:52-07:00|Ok so Duolingo is amazing I truly love it but i do Duolingo in the morning like before I get dressed which is at like 6:45 and so Duolingo with alert me but that is not the problem the problem is the notifications make you fee like you need to practice because the notifications will say like IT WOULD BE HORRIBLE IF YOU LOST YOUR 37 day streak so you should really practice”… and so it is kinda like mean or annoying so if you could just ask the notifications to say like “let’s get practicing” that would be great my second problem is yay I have been learning the exact same thing ever since I got Duolingo I have not learned something new and it is really annoying so if you could make the levels not teach us the same thing that would a little bit nice because like now I’m getting bored of Duolingo it is not fun anymore but thank you for a good app that can teach me all sorts of languages|Duolingo - Language Lessons|4.0
2022-03-02 05:46:25-07:00|I’m going on and off duolingo but I lost my steak because I was away for a bit longer than I should have been. When I bought a streak repair that said it cost 500 it lagged out so I pressed it a couple times to see if my screen was frozen. When it stopped lagging, my gems went from 16## to 6## (I don’t remember the last two digits) Duolingo please fix this so it doesn’t happen again or to others. It ruined my experience, I was thinking of grinding again but now it doesn’t feel fun anymore.|Duolingo - Language Lessons|3.0
2022-03-02 04:46:27-07:00|I’ve been using Duolingo for at least 73 days now and the only thing that could be improved is if I turn off my iPod the app crashes and I need to restart the lesson. Also, I have Duolingo plus and there’s a feature (something to do with leagues) and I can’t access it. I’d really appreciate it if you could make a separate league section for plus members. I pay for that subscription and it’s annoying that I don’t have access to this. However this is still a great language learning app and you should definitely get it. Btw I’m using the latest app software version|Duolingo - Language Lessons|3.0
2022-03-02 04:06:25-07:00|I have been learning Korean for about 6 months now and I went on to duolingo as I normally do to find that 3 of the courses I completed have been deleted and now have different labels. Is this an update? It’s such an inconvenience to go back and complete the courses I already know to be where I should be now. My progress was also deleted from learning the alphabet. Please help|Duolingo - Language Lessons|3.0
2022-03-02 04:02:43-07:00|I am mad that Duolingo has in game “hearts” because if you make a mistake and have zero “gems” on one “heart” you will have to leave the lesson if you don’t have “plus”. (If you don’t count that, then Duolingo is a good app to learn a language).|Duolingo - Language Lessons|4.0
2022-03-02 04:01:18-07:00|Duolingo is a great app to learn a language, but i’ve had some experiences with it. 1. Im learning french, and it tried to get me to say “you are a cow.” French people dont like tourists as it is, thats just going to get me slapped.2. The speaking ones. Im fluent in english, and it asked me to translate from french to english and say it. And i did that, but it didn’t work at all for me, so i always say i cant speak right now.3. I was at a 28 day streak, and i lost it. But as soon as it reset me, it told me the advantage learners with a 30 day streak get.|Duolingo - Language Lessons|3.0
2022-03-01 21:38:55-07:00|It’s a good app but recently at the middle of the exercise, it has got a bug that plays the sound of a doll in the Green & Red Light Game Part of the Squid Game Series. It is completely annoying.|Duolingo - Language Lessons|4.0
2022-03-01 21:28:37-07:00|Amazing!!! Best language learning app in the entire universe!!!!!!! Absolutely love great for all ages and great job with all of the notifications you guys send me they are very motivational for me to keep on going!!!!!!! Love ur app|Duolingo - Language Lessons|5.0
2022-03-01 21:16:50-07:00|You can become better at languages you learn|Duolingo - Language Lessons|5.0
2022-03-01 20:54:25-07:00|Overall, I’m pleased and I am learning new vocabulary.  Sometimes I find areas where the app could be corrected to accept additional answers and it tells me incorrectly that my answer is wrong.|Duolingo - Language Lessons|4.0
2022-03-01 19:47:16-07:00|One week in and I feel like I am learning more than I thought|Duolingo - Language Lessons|5.0
2022-03-01 19:31:42-07:00|Struggled for years. My cousin recommended me to take Duolingo. The best thing is ever suggested!|Duolingo - Language Lessons|5.0
2022-03-01 17:56:02-07:00|Supongo is so amazing and really fun and easy.|Duolingo - Language Lessons|5.0
2022-03-01 17:18:00-07:00|Will there be a European version for Portugal?|Duolingo - Language Lessons|3.0
2022-03-01 17:15:16-07:00|I don’t appreciate teaching homosexuality tolerance in the lessons. That has no place in education and you shouldn’t promote it to the public|Duolingo - Language Lessons|3.0
2022-03-01 16:48:54-07:00|I was learning Spanish when the audio stopped working. So I can’t here them say the word and do some questions and has been ongoing for a couple of days|Duolingo - Language Lessons|3.0
2022-03-02 21:55:22-07:00|The app works just fine for everything except for the subscription. I bought the yearly subscription and it tells me that the subscription has been purchased and I should be able to access extra content such as in depth step by step guides, however I am always told on every problem that I need to purchase the subscription. Yet at the same time tells me I already have the subscription. This needs to be fixed or is just a scam. This has been a problem for a while.|Photomath|2.0
2022-03-02 21:22:31-07:00|I really like this app because it’s helped me with lots of different problems!|Photomath|5.0
2022-03-02 20:08:04-07:00|It is very helpful but I think it should help with word problems so that is why I give it 4 stars.|Photomath|4.0
2022-03-02 20:01:37-07:00|This is literally one of the best math apps you could ever use. Not only does it give you the answer, but it shows you step-by-step how to solve your problem! Best app ever for students. Ong ong|Photomath|5.0
2022-03-02 19:51:05-07:00|It really helps|Photomath|5.0
2022-03-02 17:50:48-07:00|Most of the time the app cannot see what the problem is or it gives me the wrong solution. At other times it won't even load when I just open the app.|Photomath|1.0
2022-03-02 16:56:42-07:00|It has confusing steps and it costs too much|Photomath|1.0
2022-03-02 16:20:06-07:00|Photo math is good and is the best app for math but it doesn’t always have the the right ways to solve some of the things I learn in school there for I am left to struggle |Photomath|3.0
2022-03-02 16:11:58-07:00|This app helps teach the explanation for the problem!|Photomath|5.0
2022-03-02 15:26:21-07:00|This app helps me so much in math!You won’t regret getting this app!|Photomath|5.0
2022-03-02 14:01:41-07:00|This app helps me so much, that I actually learn how to do it on my own! And it also helps me with my education. Because in life u will need to pass with an education.|Photomath|5.0
2022-03-02 13:45:25-07:00|It is so helpful for some stuff not all but most of them|Photomath|5.0
2022-03-02 10:16:21-07:00|If you would make it where you don’t have to pay for Photomath plus more people would install it, and more kids will learn more.|Photomath|5.0
2022-03-02 09:31:14-07:00|this the best app for a high schooler|Photomath|5.0
2022-03-02 09:06:04-07:00|I am a high school student and this is helping me more than you could ever know. This app is good for giving you the answers and if you need assistance in figuring out how the problem works. Best app ever made.|Photomath|5.0
2022-03-01 17:48:18-07:00|I use this app all the time for homework that I don’t understand. The great part is is that not only does it show you the answer it goes step by step on how to solve it. Personally I hate x, y, b, a, etc. but this app shows me how to solve the problems. Overall great app that is free!|Photomath|5.0
2022-03-01 17:28:43-07:00|i would like this app to put the answers in lower terms|Photomath|4.0
2022-03-01 16:27:54-07:00|I have had trouble with math since a few years ago and this shows me what i can fix and do better thank you! :)|Photomath|5.0
2022-03-01 14:36:17-07:00|Shows all the solving steps|Photomath|5.0
2022-03-01 13:10:41-07:00|Love it|Photomath|5.0
2022-03-01 12:23:31-07:00|I love this app I'm in the 8th grade and I love it|Photomath|5.0
2022-03-01 11:39:20-07:00|its good to solve answer you dont know|Photomath|5.0
2022-02-28 18:43:28-07:00|I love it!|Photomath|5.0
2022-02-28 18:37:49-07:00|Its just when im super confused i need that extra info, and now i have to pay for it?! Im already paying for school, and this is supposed to get me my moneys worth. Come on guys|Photomath|4.0
2022-02-28 17:11:39-07:00|Good helps me cheat in test would recommend.|Photomath|5.0
2022-02-28 15:18:48-07:00|Tried using this to help with my daughters homework all it gave was the wrong answers. Complete garbage|Photomath|1.0
2022-02-28 15:04:34-07:00|It has helped me a lot and to solve my work, thank you so much for this app.|Photomath|5.0
2022-02-28 12:13:43-07:00|The easy a|Photomath|5.0
2022-02-28 10:16:17-07:00|I’m not even joking and ily who ever made this|Photomath|5.0
2022-02-28 09:19:30-07:00|this app really helped me with my math homework 10/10|Photomath|5.0
2022-02-28 09:14:35-07:00|This app helps me so much not even using the premium part. I love this app so much|Photomath|5.0
2022-02-28 08:12:33-07:00|Really useful, just wish so much stuff didn’t need paid access|Photomath|4.0
2022-02-28 06:34:23-07:00|It actual tells you how to find the answer. As well as different methods and the actual answer|Photomath|5.0
2022-02-27 23:07:28-07:00|Helps so much|Photomath|5.0
2022-02-27 19:35:48-07:00|The best math app ever|Photomath|5.0
2022-02-27 17:53:04-07:00|I tried to use it and was say the wrong answer so I don’t recommend it so look for another app if you need answers it should be free for everyone because some people don’t have money|Photomath|1.0
2022-02-27 17:30:00-07:00|It’s free and it gives you the right answer plus it is not hard to find the answer you are looking for|Photomath|5.0
2022-02-27 16:41:30-07:00|anyone know the answer: Factor the expression using the GCF.70+95=|Photomath|5.0
2022-02-27 16:20:18-07:00|this mf let me pass pre algebra and algebra 1 we love to see that|Photomath|5.0
2022-02-27 14:47:16-07:00|This is super helpful|Photomath|5.0
2022-02-27 11:19:06-07:00|It's zor basha|Photomath|5.0
2022-02-27 07:22:01-07:00|Trying to get money|Photomath|4.0
2022-02-27 06:47:20-07:00|I love photomath honestly i’ve been using it for years now and it has helped me a lot you just scan your equation and it gives you step by step!!!!   Like word problems and equations ,but now there are some bugs that i don’t really like : you have to pay and ik photomath needs the money but some of us really need it. Photomath can solve word problems but i recently tried multiple word problems but it couldn’t solve the word problems because they didn’t recognize it. They also took out some solutions out of the math practice books which people needed, and now you have to pay to unlock all the solutions to your questions in the practice book.|Photomath|5.0
2022-02-26 20:01:45-07:00|This app gives me the answers to all my math questions. Even word word problems, this app solves my problems in seconds and all you have to do is download, take a photo, and boom you have your answers. No wonder why there were so many ratings on this app. I would give it 100 stars if I could. Best app ever. I never ever in my life have written a review on app before (because I’m to lazy to) but this app made me write one. I thought this app was a joke at first like I thought no way can a app answer your homework problems for you. But NO this app was no cap whatsoever. ( I rhymed haha) I was so shocked when this app worked. Lately I have been so tired and stressed out over my homework but this app literally does it for me. But I know this using this app is basically cheating, so I won’t use it all the time. But still, best app ever. I wrote this review right away after a couple of minutes after I installed this on my phone. Like I was in shock so I wrote a review as fast as I could. Everyone needs this app. I DEFINITELY recommend it!|Photomath|5.0
2022-02-26 14:04:40-07:00|Really good|Photomath|5.0
2022-02-26 11:58:53-07:00|This is so good for math if you have trouble solving a math problem just insert the problem and boom your problem is solved in under 2 seconds|Photomath|5.0
2022-02-26 09:18:28-07:00|Whenever I try to solve my math problem it doesn’t give me the actual answer just shows me how to solve it and it keeps on telling me to readjust readjust over and over and over|Photomath|1.0
2022-03-02 23:47:11-07:00|Love what I  an add to my photos|PicCollage: Photo Layout Edits|4.0
2022-03-02 21:27:28-07:00|This is one of my first pic download apps  and I got lucky. Meets all of my needs.|PicCollage: Photo Layout Edits|5.0
2022-03-02 21:11:39-07:00|I have loved all the options and how great the pictures turn out. |PicCollage: Photo Layout Edits|5.0
2022-03-02 21:09:54-07:00|Haven’t yet began the trial, & so far I’m making the best out of the access of things I can use without paying $ and there’s a good bit to choose from too! Although the subscription would make it 10x cooler. But I’m cheap so this will do!|PicCollage: Photo Layout Edits|4.0
2022-03-02 20:31:42-07:00|So quick and easy to use|PicCollage: Photo Layout Edits|5.0
2022-03-02 19:52:42-07:00|I love it this apps|PicCollage: Photo Layout Edits|5.0
2022-03-02 19:28:29-07:00|The easiest app I’ve ever used for picture collages!|PicCollage: Photo Layout Edits|5.0
2022-03-02 19:23:19-07:00|Easy to use! Great app|PicCollage: Photo Layout Edits|5.0
2022-03-02 19:18:26-07:00|I love using pic collage to showcase multiple pics! There’s lots of options, great for side by side, family fun pics, friends night out pics and much more!|PicCollage: Photo Layout Edits|5.0
2022-03-02 18:55:20-07:00|This is an awesome site|PicCollage: Photo Layout Edits|5.0
2022-03-02 18:34:49-07:00|Pic Collage is an easy app to use for creating collages and I love it.|PicCollage: Photo Layout Edits|5.0
2022-03-02 18:27:22-07:00|Easy to use|PicCollage: Photo Layout Edits|4.0
2022-03-02 18:11:00-07:00|First time user, just checking it out. I like free collage pictures to share with friends and family|PicCollage: Photo Layout Edits|5.0
2022-03-02 18:10:36-07:00|Very user friendly, let’s you adjust to your liking and many pictures to choose from.|PicCollage: Photo Layout Edits|5.0
2022-03-02 18:06:31-07:00|This app is GREAT!!!|PicCollage: Photo Layout Edits|5.0
2022-03-02 17:44:25-07:00|It's simple but elegant |PicCollage: Photo Layout Edits|5.0
2022-03-02 17:40:28-07:00|I’m not tech savvy but this is simple and gives you an easy way to combine memories.|PicCollage: Photo Layout Edits|5.0
2022-03-02 17:39:07-07:00|definitely recommend!|PicCollage: Photo Layout Edits|5.0
2022-03-02 17:24:20-07:00|So I just started and well I think it is weird you need to pay|PicCollage: Photo Layout Edits|5.0
2022-03-02 17:18:52-07:00|I love the ease of this app! |PicCollage: Photo Layout Edits|4.0
2022-03-02 16:56:49-07:00|This AP has been easy to use with many choices for creativity in placing photos, background, and stamps! Highly Recommend!|PicCollage: Photo Layout Edits|5.0
2022-03-02 16:29:19-07:00|Has several template and layout options. Easy to use!|PicCollage: Photo Layout Edits|5.0
2022-03-02 16:26:33-07:00|I used PicCollage to “try on” 2 jackets with 5 potential ski hats. Fun and so helpful.|PicCollage: Photo Layout Edits|5.0
2022-03-02 16:22:14-07:00|I really enjoy this app! It is so easy to maneuver and you really can create a lot of wonderful pictures.|PicCollage: Photo Layout Edits|5.0
2022-03-02 15:54:17-07:00|This app is absolutely awesome I have been making picture collages out of this app for so many years and they introduced this app to me at school and if they use at school you know it’s good app it’s not learning anything it’s just making cute photo collages and you can find birthdays Christmas you can make Christmas cards you can make holiday cards you just have to to print them if you want them printed but I am using them as my phone background you can put photos that you love like for example I had three photos and I couldn’t decide which photo I wanted for my wallpaper I got collage and I have a background on there I have stickers on there it is awesome I give this app if I could give it more stars I would give it 100 stars is literally the best|PicCollage: Photo Layout Edits|5.0
2022-03-02 15:24:25-07:00|Extremely user friendly!|PicCollage: Photo Layout Edits|5.0
2022-03-02 15:05:50-07:00|First time use and it was easy to make a 4 photo collage. It makes my posts stand out and attract more viewers.|PicCollage: Photo Layout Edits|5.0
2022-03-02 15:01:20-07:00|I absolutely love this app. It had everything and more to play around with. You don't have to be a pro to use this. It's very easy. |PicCollage: Photo Layout Edits|5.0
2022-03-02 14:40:02-07:00|Great and easy app!|PicCollage: Photo Layout Edits|5.0
2022-03-02 14:35:26-07:00|Great app!|PicCollage: Photo Layout Edits|4.0
2022-03-02 14:32:57-07:00|Great|PicCollage: Photo Layout Edits|5.0
2022-03-02 14:00:10-07:00|I love this picture app. It’s so easy to add and edit photos.|PicCollage: Photo Layout Edits|5.0
2022-03-02 13:32:51-07:00|Love this app!!!!|PicCollage: Photo Layout Edits|5.0
2022-03-02 13:12:45-07:00|Great layouts and easy to use!|PicCollage: Photo Layout Edits|5.0
2022-03-02 12:54:46-07:00|I really enjoy the App!|PicCollage: Photo Layout Edits|5.0
2022-03-02 12:37:15-07:00|So happy with this app!|PicCollage: Photo Layout Edits|5.0
2022-03-02 12:24:16-07:00|Love this app. Great way to put event photos together. Love doing them with pics of my grandchildren.|PicCollage: Photo Layout Edits|5.0
2022-03-02 12:12:03-07:00|I love how easy it is to make beautiful collages.|PicCollage: Photo Layout Edits|5.0
2022-03-02 12:05:54-07:00|Love this app!|PicCollage: Photo Layout Edits|5.0
2022-03-02 11:25:33-07:00|Totally enjoying this collage thank you|PicCollage: Photo Layout Edits|5.0
2022-03-02 10:47:45-07:00|Perfect!|PicCollage: Photo Layout Edits|5.0
2022-03-02 10:37:53-07:00|Fairly new at this but love it so far!|PicCollage: Photo Layout Edits|5.0
2022-03-02 10:36:22-07:00|Your app is amazing! I enjoy the simplicity of making collages.|PicCollage: Photo Layout Edits|5.0
2022-03-02 08:47:10-07:00|So very easy to use with lots of options to choose from!|PicCollage: Photo Layout Edits|5.0
2022-03-02 08:28:47-07:00|Love this App, family has Soo much fun creating collages!! Easy to use!|PicCollage: Photo Layout Edits|5.0
2022-03-02 07:56:55-07:00|Love this app! Even I can use it!|PicCollage: Photo Layout Edits|5.0
2022-03-01 15:40:02-07:00|Supper bad quality they log me out averytime|Remind: School Communication|1.0
2022-03-01 12:41:42-07:00|I wish we had a little more room to make announcements.  I try to be brief but often don’t have enough space.|Remind: School Communication|4.0
2022-03-01 05:53:07-07:00|I’ve been using remind for sometime now. It’s wonderful, I love corresponding with my parents this way. I can send out quick notes or long Reminds. They can also reach me quickly too! They love receiving pictures of their children and seeing all the fun learning we are doing!|Remind: School Communication|5.0
2022-02-28 15:40:44-07:00|I wish the announcements had more characters. Sometimes I have to send 2-3 msgs to get announcements out!|Remind: School Communication|4.0
2022-02-26 18:26:50-07:00|I haven’t received anything about the gala or bidding?|Remind: School Communication|5.0
2022-02-25 17:10:03-07:00|Stop sending tutoring offers|Remind: School Communication|1.0
2022-02-25 05:25:24-07:00|Great way of communicating… Thanks |Remind: School Communication|5.0
2022-02-25 05:03:11-07:00|Remind allows me to keep in contact with my students that are placed in cooperative education.|Remind: School Communication|5.0
2022-02-24 14:07:12-07:00|It’s really great app to communicate with teachers and or get reminders to faster|Remind: School Communication|5.0
2022-02-24 11:43:39-07:00|I love remind so so much it helps me whenever I need info for classes and more|Remind: School Communication|5.0
2022-02-24 09:46:39-07:00|First of all teachers do not respond to this. Secondly half the teachers aren’t even on this site so it is completely useless.|Remind: School Communication|1.0
2022-02-23 19:05:27-07:00|It would be much more useful for teachers and coaches if we could edit a post.|Remind: School Communication|2.0
2022-02-23 14:01:44-07:00|Remind is a wonderful way to keep in touch with students and parents. I find it extremely helpful to be able to send messages and reminders to students and Honor Society members!|Remind: School Communication|5.0
2022-02-23 11:45:45-07:00|El bozo plus ratio = this app|Remind: School Communication|5.0
2022-02-20 12:21:55-07:00|The Remind app is a great way to stay in touch with parents and keep them informed|Remind: School Communication|5.0
2022-02-19 16:19:56-07:00|Easy to use and reliable. My students parents prefer Remind.|Remind: School Communication|5.0
2022-02-16 18:30:38-07:00|Really good forum for communication and passing along announcements.|Remind: School Communication|5.0
2022-02-16 11:39:39-07:00|It’s absolutely great for keeping in touch with your child’s teachers!   Would be great if you could delete old conversations and messages.|Remind: School Communication|3.0
2022-02-16 06:29:51-07:00|This is the most unplanned and glitchy app I have to use. No directions anywhere, no ability to delete old threads from past schools, and no way to deactivate texts coming through. Hoping our new school next year does NOT use this app.|Remind: School Communication|1.0
2022-02-15 10:04:49-07:00|Need to extend the amount of characters allowed for group messages.|Remind: School Communication|4.0
2022-02-12 13:58:12-07:00|You keep Knocking me off WHY????|Remind: School Communication|1.0
2022-02-11 09:35:42-07:00|Great app I use it for four different teams. Easy to sign up parents Easy to communicate with the parents. I’ve used it for four or five year now. Thank you|Remind: School Communication|5.0
2022-02-11 04:36:32-07:00|Love text feature.  Need a calendar for owner to add the events and reminders auto go out.  Over great program|Remind: School Communication|4.0
2022-02-09 14:31:14-07:00|Messaging app but I have to wait for the ad to disappear in order to comment|Remind: School Communication|1.0
2022-02-09 07:12:19-07:00|No apparent way of deleting old conversations.|Remind: School Communication|3.0
