updated|content|app_name|rating
2022-03-01 06:13:58-07:00|PEANUT IS GOING TO TAKE ME AWAY FROM YOU GUYS AND I WANNA WITH HAS BEEN THE LAST TIME I HAVE A CHANCE IS A TIME OF YEAR FOR US IN A LONG TIME I WAS GONNA I WAS GOING TO TAKE A SHOWER AND THEN I HAD TO TAKE A NAP AND THEN I HAD TO TAKE A SHOWER SO I JUST GONNA WAS A GOOD NIGHT AND THEN I HAD TO TAKE A LITTLE BIT TO GET TO MY HOUSE TO GET TO MY KIDS AND THEN I HAD TO TAKE THE KIDS TO THE GYM SO I CAN GET TO MY HOUSE AND THEN I CAN GO GET MY CAR AND THEN I CAN GO GET AN APPOINTMENT FOR MY KIDS TO COME BACK TO SCHOOL SO I’M GOING BACK TO SCHOOL AND WILL EAT MY LUNCH BREAK SO I CAN GO GET MY KIDS TO EAT LUNCH OR SOMETHING HAHA PEANUT IS GOING TO TAKE ME AWAY FROM YOU GUYS AND I WANNA WITH HAS BEEN THE LAST TIME I HAVE A CHANCE IS A TIME OF YEAR FOR US IN A LONG TIME I WAS GONNA I WAS GOING TO TAKE A SHOWER AND THEN I HAD TO TAKE A NAP AND THEN I HAD TO TAKE A SHOWER SO I JUST GONNA WAS A GOOD NIGHT AND THEN I HAD TO TAKE A LITTLE BIT TO GET TO MY HOUSE TO GET TO MY KIDS AND THEN I HAD TO TAKE THE KIDS TO THE GYM SO I CAN GET TO MY HOUSE AND THEN I CAN GO GET MY CAR AND THEN I CAN GO GET AN APPOINTMENT FOR MY KIDS TO COME BACK TO SCHOOL SO I’M GOING BACK TO SCHOOL AND WILL EAT MY LUNCH BREAK SO I CAN GO GET MY KIDS TO EAT LUNCH OR SOMETHING HAHA WAS THE BEST DAY OF THE DAY AND I WANNA PLAY THIS GAME AND IT IS SO MUCH BETTER THAN THE OLD MAN IN ALL HIS MARINETTES IS A GREAT GAME AND I TOTTALY RECCOMEND|Duolingo - Language Lessons|5.0
2022-03-01 06:00:57-07:00|Other than squandering user learning time, what is the point of the increasing number of useless info screens between lessons? The amount of unnecessary animation is a also waste of time and a distraction, and also seems to increase with each update. In the same vain, if I cared about leagues I would go to that view. Stop wasting my time popping leagues up unbidden between lessons. I hate all the tricks to control when and how users practice. I have speaking lessons turned off, yet stories can no longer be completed without speaking lessons. PRIVACY WARNING: Users be sure and check out how you’re tracked. Now that they have to disclose, you can see that DuoLingo checks nearly every box for NOT respecting user privacy.|Duolingo - Language Lessons|1.0
2022-03-01 05:16:59-07:00|Duolingo has a lot more lgbtq stories than heterosexual.|Duolingo - Language Lessons|1.0
2022-03-01 05:09:16-07:00|Best lenguage learning App I’ve ever try..|Duolingo - Language Lessons|5.0
2022-03-01 04:58:44-07:00|*Unless you upgrade you only have 5 mistakes. This is ridiculous as making mistakes is how we learn.*the lessons are too long: too many questions and too many long questions. * the characters are distracting, you can’t get rid of them, you can only stop them from moving. However, you have to log into make that happen.* the app doesn’t really teach anything, the sentences are just nonsense ones that aren’t important when learning a language. There really isn’t much about learning the basics and how to have basic conversations. This app does nothing to teach you anything useful, it’s just nonsense sentences. * the creators care more about the appearance of the app over the quality of the app. If they put effort into the quality of the app, it has the potential to be a decent app, but they don’t care.* the customer service is awful.I don’t recommend Duo, there are better apps to use instead.|Duolingo - Language Lessons|1.0
2022-02-28 22:44:08-07:00|I literaly spent a hundred things and when I lost I had to pay another hundred like this is rediculas.|Duolingo - Language Lessons|1.0
2022-02-28 22:02:22-07:00|Ever since a previous update (over a month ago, possibly two month’s) I haven’t been able to properly practice my lesson’s on regular/hard difficulty.It’s been very frustrating. I’ve been hoping whatever is going on would be fixed, but it has yet to be done.I will update my rating when the issue/bug is fixed. And I’ve already signed out, deleted the app, reinstalled the app, and rebooted my phone. None of those steps helped. :(|Duolingo - Language Lessons|1.0
2022-02-28 20:14:33-07:00|I used this years ago when I was learning English, now I’m learning my third language and after years I installed again this app, now the hearts are not free and if you run out of them you have to buy or get the version Plus… many other ways to learn languages for free, I’m not paying for that. Uninstalling the app again.|Duolingo - Language Lessons|2.0
2022-02-28 20:03:51-07:00|I want to learn at my own pace, why do they have to make it a competition?|Duolingo - Language Lessons|2.0
2022-02-28 19:32:38-07:00|This app is incredible 10/10 how it helps you to learn, applause to all the staff that do this possible.|Duolingo - Language Lessons|5.0
2022-02-28 19:26:54-07:00|This is so easy to use and I love the variety. You’re free to go through the lessons, move around the different categories of words, just listen, go through stories and answer questions. You can spend just a few minutes a day and still absorb a lot. I’m working on Spanish but there are a ton of languages. It’s a fun app!|Duolingo - Language Lessons|5.0
2022-02-28 19:26:54-07:00|Thanks.|Duolingo - Language Lessons|5.0
2022-02-28 19:23:04-07:00|I think that there should not be hearts. When I’m trying to learn something and I mess up 5 times, you can’t do anything else. Other than that, Duolingo has helped me learn some Spanish…..(but I’m going to Roseta Stone)|Duolingo - Language Lessons|3.0
2022-02-28 19:07:16-07:00|I have learned so much. This program actually makes learning a nee language enjoyable.|Duolingo - Language Lessons|5.0
2022-02-28 19:05:27-07:00|Do not ask for reviews|Duolingo - Language Lessons|1.0
2022-02-28 18:34:53-07:00|I have been using Duolingo for about two years on and off and have little to no complaints.The one major complaint I have about this app is the competition.Having to fight against other learners is not fun but very stressful.What I would like is for an option to join the competition or not.I just want to learn, not fight for a spot that others are “cheating” to get.|Duolingo - Language Lessons|4.0
2022-02-28 18:09:45-07:00|It’s a great app overall, it’s easy to comprehend and learn new languages. I will admit, however, that there are certain things that frustrate and discourage me. It’s mostly just placement of words, like “do you want to take the train or the subway?” It has to be in that exact order. Another thing is lives. I’m completely okay with the five lives, but I don’t think lives should be taken away if you are still learning the words (haven’t collected a crown for that lesson.) Just keep these things into account when you down Duolingo. Like I said, it’s not bad, just frustrating at times.|Duolingo - Language Lessons|4.0
2022-02-28 17:59:14-07:00|Sorry Duo, but the app is a mess. I can’t load lessons anymore on my iPhone and the download lesson feature does not work really well either. It’d be cool if I could actually use the app and it’s features.|Duolingo - Language Lessons|3.0
2022-02-28 16:33:56-07:00|First off this is a great app but the paywalls and monthly fees just to learn even when you make more then five mistakes! It’s very annoying, so that’s why I gave it a 2/5 star rating.|Duolingo - Language Lessons|2.0
2022-02-28 16:31:17-07:00|I was accidentally charged for a subscription that I didn’t want and they were very kind and quick to resolve the issue. I’m very grateful!|Duolingo - Language Lessons|5.0
2022-02-28 16:30:18-07:00|I learned Spanish within a week. Spanish or Vanish|Duolingo - Language Lessons|5.0
2022-02-28 15:39:13-07:00|I love having some down time and just studying Spanish! I love grinding in this and being on the leaderboard. I love that you can do more than just do lessons. I love trying the stories and testing my Spanish skills. I also love the podcast. They get really deep and have cool music! The only thing I wish it would show is the badges you’ve earned, but thats ok. I still love this app and improving my Spanish.|Duolingo - Language Lessons|5.0
2022-02-28 15:25:53-07:00|The app is good!! it’s actually pretty helpful the only thing i don’t like is the fact it punishes you for mistakes and makes you wait 20 hours to get all your hearts back by waiting. you could practice to get hearts back but i assume there would be a limit to it, and not everyone can spend money for unlimited practice.|Duolingo - Language Lessons|4.0
2022-02-28 15:23:07-07:00|It’s overall pretty amazing! Though I must say the hearts are super annoying. It slows me down and just makes me want to be done for the day. I mean, yeah, there’s Duolingo Plus, but I don’t wanna have to pay! But, like I said, overall, it’s pretty good |Duolingo - Language Lessons|4.0
2022-02-28 14:57:29-07:00|It is fun when you do your lessons. They should add a practice thing. I don’t need to even explain how great this app is. Should deserve 5 stars.|Duolingo - Language Lessons|5.0
2022-02-28 14:49:21-07:00|I started not to long ago.. but my Italian has gotten so much better! I do think when you pay for famliy plus, you should be able to see your child’s work. This app provides fun learning for all ages and it’s free to download! This app a lot of different languages Spanish, Italian,English just to name a few!! All and all great app. Totally recommended for any age! Best language app ever!!!FromA Duolingo fan!|Duolingo - Language Lessons|5.0
2022-02-28 14:30:35-07:00|It forces you to miss click then counts it as wrong so you have to go back get another heart and repeat the process, doing one lesson can take hours because of it.|Duolingo - Language Lessons|1.0
2022-02-28 13:43:16-07:00|This is app is super good for someone who wants to learn a new language. I love it myself but my app on my iPad won’t work so I have to use my mom’s. It would stick on that intro screen and wouldn’t open. It’d just stay there for hrs and hrs. If u can change that or maybe give some advice to fix it that would be awesome  Also plz make it easier for us to change our profile pictures ON THE APP PLZ! I can’t go on websites so plz change that! Bye!~Sincerely, XxGalacticSkiesxX|Duolingo - Language Lessons|5.0
2022-02-28 13:13:32-07:00|This app is the best! And, it actually works! I’m giving this a five-star review because this taught me fluent French. I can now speak French to anybody anywhere! No updates needed, Duo is absolutely ADORABLE and keep up the good work!|Duolingo - Language Lessons|5.0
2022-02-28 13:10:34-07:00|This app is amazing. I’m learning Japanese and on my first day I already learned how to pronounce some letters. I also learned how to pronounce rhinoceros and squid. This is a great app for learning languages.|Duolingo - Language Lessons|5.0
2022-02-28 13:09:30-07:00|I saw this vid that he came through someone’s backyard door o m g I scared me sooo much be carfel ok you mybey next|Duolingo - Language Lessons|5.0
2022-02-28 12:44:06-07:00|I liked it before the hearts and stuff came. It makes me do hard exercises and lose all my hearts, that i have to wait to do it all again the next day and so on. Idk if I can turn the hard modes off but I don’t see anything. Im thinking about getting a language app that costs $ that will actually teach me and help me learn|Duolingo - Language Lessons|3.0
2022-02-28 11:23:46-07:00|I sincerely love this app for all of the resources that it offers in language learning, both in the app and through the website. My husband and I have been regular users for the past 3 years. We’ve tried other popular learning apps, subscription based and free, but kept coming back to Duolingo since it’s so fun and easy to use. Language learning is something that’s important to the both of us so paying for the monthly/yearly subscription doesn’t bother us. What has been annoying is recently is what I call the “pay to play” features. It started with the Lightning round feature, which was fun at first (testing your knowledge against time), but has become increasingly dependent on “timer boosts” which you have the “option” to buy. Now they have changed it so that you have to share your progress outside the app, to get lingots. They’ve also now been pushing for you to use lingots more often (to get extra XP during a hard course, to get the double XP boost after completing the weekly review, etc) and you can also buy more lingots. I understand that the creators need to make money in order to make these language learning features available and I understand that running an app takes up a lot of time and resources. I am also someone who believes that people should be compensated for putting in their time and effort into keeping the app running. However, These additional pay- features are starting to feel more like traditional corporate greed rather than being to better the app experience. One of my goals in life is to be able to speak 5 languages, Duolingo makes me feel like I can accomplish this. I still enjoy using the app but  it would really be a shame to see Duolingo fall into the usual trap of increasing profit margins at the expense of their users.|Duolingo - Language Lessons|4.0
2022-02-28 11:01:43-07:00|Incredible app that’s so much fun!|Duolingo - Language Lessons|5.0
2022-02-28 10:53:56-07:00|I subscribe to Duolingo, to learn a language not to learn how to spell names, like Herr Bergman, what a disappointment this is!!! All the German is correct, but the name is spelled wrong. I think Duolingo would rather be a spelling app, than a language learning app. Just saying it again, if my German is correct and the spelling of a name is wrong, you reject it. Shame on you!,,I get the 15 minute early bird review and watch that fool dance around for at least 4 minutes if not longer.  I won’t renew duo plus again.  It’s a waste of my time|Duolingo - Language Lessons|1.0
2022-02-25 17:03:44-07:00|When the x (multiplication) sign is used with the variable x, it is confusing and time consuming. It took me hours to work out one problem because of it, even though it was a lighter shade, it was very confusing because it was too close to the variable x. Is there anyway you all can modify that?|Photomath|4.0
2022-02-25 15:51:22-07:00|Very good , very superlative|Photomath|5.0
2022-02-25 14:45:21-07:00|not very useful and spends your money without acknowledging you|Photomath|1.0
2022-02-25 13:49:45-07:00|I love it it solves it so easy and you can even see how to do the problem i love it and there aren’t a lot of ads Ive had it for months and I’ve only had 3 ads so I give a five star review|Photomath|5.0
2022-02-25 09:41:51-07:00|This app absolutely works miracles and has haloed me throughout my years of middle school and I’m thankful for this app|Photomath|5.0
2022-02-25 06:58:01-07:00|Passed Math With An A+ Thanks To This App, Would mos definitely recommend for anyone needing a little help with solving equations in math|Photomath|5.0
2022-02-25 06:47:55-07:00|Better then my teacher Because she just sits there and doesn't do anything to help and this walks me through the problems and makes it make sense|Photomath|5.0
2022-02-24 21:50:47-07:00|Anytime I’m it’s late and I have one pesky math worksheet I can count on this godly tool|Photomath|5.0
2022-02-24 21:32:47-07:00|Because for students|Photomath|3.0
2022-02-24 19:25:54-07:00|Y’all really helped me with math|Photomath|5.0
2022-02-24 17:37:39-07:00|I wish you could solve like triangles and if you can determine two angles that are congruent|Photomath|3.0
2022-02-24 17:14:31-07:00|This is amazing I have like 15 hours on I ready now|Photomath|5.0
2022-02-24 14:44:40-07:00|use it everyday |Photomath|5.0
2022-02-24 14:43:43-07:00|First I really like this app because it helped me get an A on my math. I wish there where more apps like this because it is the best. Thank you for creating this amazing app. I hope you download this app because this is the only app that you would find that is so so so good. I didn’t have to pay. So I saved money. Plus I can’t pay because I am ten so this helped me so much|Photomath|5.0
2022-02-24 14:28:25-07:00|Thx for helping :)|Photomath|5.0
2022-02-24 13:39:56-07:00|This app is single handle is getting through 8th grade|Photomath|5.0
2022-02-24 10:57:23-07:00|I tried to cheat and It got all of them wrong .I got 27 out of 100 the only right answers I got right were that my friends gave me|Photomath|1.0
2022-02-23 19:32:59-07:00|Amazing app. Solves basically all my homework, makes it easy to do late. Also explains problems of you need, very nice. 10/10 do recommend|Photomath|5.0
2022-02-23 11:47:40-07:00|I’m a freshman struggling with algebra and tutoring can be expensive and long. This has made my life so much easier!|Photomath|5.0
2022-02-23 07:56:49-07:00|It really helps me as yes it does give answers for my online but I eclains most things better than my teacher all I do is see the solving steps they give and I understand it reall well I love this app so much.|Photomath|5.0
2022-02-23 07:20:48-07:00|Would be nice to have some things explained for free, or better premium plans|Photomath|4.0
2022-02-23 06:21:22-07:00|I’ve been using this app since I was in 8th grade and it’s always been very helpful and easy to use. I do miss when it was free to show how the problem was solved but I understand.|Photomath|5.0
2022-02-23 04:03:25-07:00|This app not only does and shows the work for me but by seeing how it solves it helps me learn in a better way than what teachers are telling me. This is very useful and I’m getting ahead very quickly even without the app. I love this app and you should try it out<3 there is no errors ever so it’s very reliable.|Photomath|5.0
2022-02-22 22:07:15-07:00|Photomath is a great way to check our answers and help you in school|Photomath|5.0
2022-02-22 17:20:06-07:00|This helps me cheat!!|Photomath|5.0
2022-02-22 17:16:44-07:00|I love this app it helps sooooo much with homework but, what I hate is that the you nee plus to see the explication and that’s what I h hate|Photomath|4.0
2022-02-22 16:52:25-07:00|great app. however, you have to pay for the more in depth explanation of your problem. i also wish that you could scan the problems that you write, that would be really useful! i’m a student and this is great for checking my work or explaining something when i don’t understand, but that does NOT MEAN that it is a replacement for your learning. actually DO your homework! or figure out why it’s solved a certain way. it’s really nice to get the pro if you do the free week. maybe even pay for afterwards! depends on the person. hope this helped.|Photomath|4.0
2022-02-22 16:20:03-07:00|i wish i didn’t have to pay to understand a problem better|Photomath|5.0
2022-02-22 15:05:00-07:00|Thanks Photomath this is better than my math teacher and textbook combined. Everyone who has trouble in math should get this app and pay for the premium version, although the price is the one flaw.|Photomath|5.0
2022-02-22 13:54:31-07:00|It’s the only way to describe it|Photomath|5.0
2022-02-22 11:57:15-07:00|The app says BLANk every single time I’m trying to scan a problem  I thought this app could solve any math problem|Photomath|1.0
2022-02-22 11:32:16-07:00|After learning the language and imperfections of the app, it can be a fantastic learning tool.|Photomath|4.0
2022-02-22 09:26:34-07:00|I’m not very confident in my math and I constantly forget how to do simple equations. This app writes it for you step by step that’s easy to read. I use it to check my work and for problems I get stuck on.For who ever made this app, thank you for offering this service for free, it gives me a lot of confidence to figure out my problems with out asking for help.|Photomath|5.0
2022-02-22 06:16:48-07:00|Photomath helps me out a lot during heart problems and it explains it to me if I want it works great|Photomath|5.0
2022-02-21 21:53:59-07:00|I love black people|Photomath|5.0
2022-02-21 20:35:44-07:00|so easy to use, makes the answers super easy to read and learn off of.|Photomath|5.0
2022-02-21 18:51:59-07:00|good app|Photomath|5.0
2022-02-21 16:12:02-07:00|I am not at the legal age to have a credit card i do get gift cards for myself but i might not have the money some days and i used to have the subscription its good but i do not like how you need to pay to look at steps, and also the price of the subscription. 9.99 dollars a month is fine but for a math app? No. I like how there is free ones where you scroll down but i dont not understand it most of the times so please lower the price or take the subscription away. Its unfair for people that do not have enough money.|Photomath|2.0
2022-02-21 14:08:43-07:00|It was amazing better than all the other I had before|Photomath|5.0
2022-02-21 14:00:56-07:00|So I’m in 3rd grade, I didn’t understand some fractions we just started. So I downloaded this, it said true on every answer. But the next day, checking homework I got it wrong. I really don’t understand…|Photomath|3.0
2022-02-21 09:39:23-07:00|ong fire|Photomath|5.0
2022-02-20 22:05:51-07:00|A LIFE saver! Not only does it solve the problem for you but it EXPLAINS the steps to get there so it’s like having my own personal tutor! PS it even solves derivatives!!|Photomath|5.0
2022-02-20 18:04:08-07:00|I use this for the problem I need help with|Photomath|5.0
2022-02-20 18:01:32-07:00|I rate 4 star because there’s limited access with premium|Photomath|4.0
2022-02-19 10:29:32-07:00|I I just wish it said how the steps wprked|Photomath|5.0
2022-02-19 09:06:58-07:00|It helps me with every math problem when im stuck|Photomath|5.0
2022-02-19 01:57:04-07:00|So i downloaded this application a few day’s ago and it’s not working every time i picture a math problem the app say’s the internet is NOT turned on even though i have internet i even opened it with VPN but it said the same.i want respond from the app developer please.|Photomath|2.0
2022-03-02 07:55:24-07:00|I love this app Iam really love !|PicCollage: Photo Layout Edits|5.0
2022-03-02 07:34:16-07:00|Love this App!!|PicCollage: Photo Layout Edits|5.0
2022-03-02 07:17:13-07:00|It’s nice to have this apps, I like it very much. I’m always using it and very happy.|PicCollage: Photo Layout Edits|5.0
2022-03-02 07:16:59-07:00|This is one of the best collage creators!|PicCollage: Photo Layout Edits|5.0
2022-03-02 06:48:24-07:00|Love this app for all my pic collages!|PicCollage: Photo Layout Edits|5.0
2022-03-02 06:33:56-07:00|Easy to use! Great grids to choose from!|PicCollage: Photo Layout Edits|5.0
2022-03-02 06:28:24-07:00|This is an awesome tool!|PicCollage: Photo Layout Edits|5.0
2022-03-02 05:47:47-07:00|Love using this app!|PicCollage: Photo Layout Edits|5.0
2022-03-02 05:31:17-07:00|Pic YSBY|PicCollage: Photo Layout Edits|5.0
2022-03-02 05:11:02-07:00|Put all your favorite pictures together|PicCollage: Photo Layout Edits|5.0
2022-03-02 05:05:45-07:00|Love love this app . Thank you|PicCollage: Photo Layout Edits|5.0
2022-03-02 04:54:57-07:00|Love it!|PicCollage: Photo Layout Edits|5.0
2022-03-02 04:47:01-07:00|Great and easy|PicCollage: Photo Layout Edits|5.0
2022-03-02 04:45:55-07:00|I love how easy pic collage is!|PicCollage: Photo Layout Edits|5.0
2022-03-02 03:44:30-07:00|Has done everything I hoped for so far, and very easily!  Very much enjoying it  : )|PicCollage: Photo Layout Edits|5.0
2022-03-02 03:11:39-07:00|Love this app!|PicCollage: Photo Layout Edits|5.0
2022-03-02 01:56:48-07:00|I’m not tech savvy but I can easily use this app.|PicCollage: Photo Layout Edits|5.0
2022-03-02 01:50:02-07:00|Great App! |PicCollage: Photo Layout Edits|5.0
2022-03-01 23:23:05-07:00|I sell items on eBay and Market Place and often need a way to add additional pictures of my products. This app is great for that!|PicCollage: Photo Layout Edits|5.0
2022-03-01 22:38:15-07:00|Great app and perfect for organizing photos creatively! THANK YOU!|PicCollage: Photo Layout Edits|5.0
2022-03-01 19:33:24-07:00|Simple and easy to use|PicCollage: Photo Layout Edits|5.0
2022-03-01 19:20:54-07:00|Great app!|PicCollage: Photo Layout Edits|5.0
2022-03-01 18:41:26-07:00|Love this App!! Amazing.|PicCollage: Photo Layout Edits|5.0
2022-03-01 18:16:07-07:00|Thanks! |PicCollage: Photo Layout Edits|5.0
2022-03-01 17:58:50-07:00|Really cool and easy!n. I|PicCollage: Photo Layout Edits|4.0
2022-03-01 17:29:51-07:00|I absolutely love this app! It always helps me create story pictures of my son!|PicCollage: Photo Layout Edits|5.0
2022-03-01 17:27:49-07:00|Love this app|PicCollage: Photo Layout Edits|5.0
2022-03-01 17:13:22-07:00|Easy to use layouts & backgrounds for your pictures|PicCollage: Photo Layout Edits|5.0
2022-03-01 16:52:59-07:00|Great!|PicCollage: Photo Layout Edits|5.0
2022-03-01 15:54:32-07:00|I’m very satisfied with this app because it help me with my ministry and other things.|PicCollage: Photo Layout Edits|5.0
2022-03-01 15:34:05-07:00|Easy to use and gets the job done!|PicCollage: Photo Layout Edits|5.0
2022-03-01 15:24:36-07:00|This is my go to app whenever I have a collage to put together! I have been using for years now. It just needs an anniversary background. |PicCollage: Photo Layout Edits|5.0
2022-03-01 15:07:33-07:00|I love this for creating simple collages and adding cute borders!   Had for at least 3 years now!|PicCollage: Photo Layout Edits|5.0
2022-03-01 14:32:21-07:00|This app is so great I love it my bestie made me one and I made her one back it is just great.|PicCollage: Photo Layout Edits|5.0
2022-03-01 14:02:24-07:00|I love PicCollage so much! There are a variety of stickers to add to your collage and you can pic the background and it is amazzzzing!!! I hope you enjoy this app as well and it is perfect for what I was looking for! You can make birthday cards and you can download the photos and my FAVORITE part is that it lets you pick photos you already have and you can collect quotes and pictures in the COLLECTED tab! Have an amazing daybye|PicCollage: Photo Layout Edits|5.0
2022-03-01 13:18:31-07:00|Using this app for yearssss! Love how simple it is to use|PicCollage: Photo Layout Edits|5.0
2022-03-01 13:00:44-07:00|What a really great app! I have made so many amazing pictures, etc. with it. There is sooo many different things you can do with this.|PicCollage: Photo Layout Edits|4.0
2022-03-01 11:20:11-07:00|Should be able to remove water marks & change background without having to pay to do so|PicCollage: Photo Layout Edits|3.0
2022-03-01 10:31:09-07:00|Have great free version won’t be disappointed|PicCollage: Photo Layout Edits|5.0
2022-03-01 10:29:55-07:00|Easy to use; great results; fabulous options!|PicCollage: Photo Layout Edits|5.0
2022-03-01 10:26:07-07:00|Simple, so many options.|PicCollage: Photo Layout Edits|5.0
2022-03-01 10:15:03-07:00|So fun to create|PicCollage: Photo Layout Edits|5.0
2022-01-26 06:38:52-07:00|This is the BEST AND MOST CONVENIENT way to keep students and parents informed!!!|Remind: School Communication|5.0
2022-01-19 15:59:31-07:00|They must have amazing pms + dev team! And designers too!|Remind: School Communication|5.0
2022-01-19 12:19:29-07:00|I think it is perfect! I can use it for multiple classes and if I miss something I will get a message! Overall I would recommend this app. |Remind: School Communication|4.0
2022-01-19 11:20:14-07:00|So I have tried to sign up for this app, and it keeps saying “no internet” even while using my phone data (not connected to wifi) I deleted it and re-downloaded the app, and nothing.|Remind: School Communication|1.0
2022-01-18 18:14:49-07:00|This app has too many steps to try to find new messages|Remind: School Communication|1.0
2022-01-18 15:08:39-07:00|Still cannot communicate with teachers without clicking on tutoring ad first.|Remind: School Communication|1.0
2022-01-18 07:32:04-07:00|I absolutely love using Remind to send important messages to my high school students about class or my club! A lot of students don’t check email regularly, so this is a great way to get their attention. Highly recommend for all teachers and club advisors!|Remind: School Communication|5.0
2022-01-18 06:09:30-07:00|Perfect for individual groups and even school wide. Love it!|Remind: School Communication|5.0
2022-01-18 03:36:15-07:00|I desperately wish the app would update with these features or allow me to buy an upgraded version. As a teacher it’s incredibly frustrating that I can’t upload videos or send announcements longer than two sentences. I can’t upload multiple photos at a time and cannot even message my entire class at one time. So if I need to get a message out to all my parents, I have to send it to a few at a time and it’s really frustrating. This app has incredible potential but it definitely comes up short without giving you an option to upgrade for a better version.|Remind: School Communication|3.0
2022-01-17 11:06:13-07:00|Great way to quickly communicate|Remind: School Communication|5.0
2022-01-16 10:57:00-07:00|I can barely read messages now. The font size is too small and does not change with system text size when I try to make the font larger.|Remind: School Communication|1.0
2022-01-15 10:28:20-07:00|I’m the administrator and it is difficult to change my name|Remind: School Communication|4.0
2022-01-13 15:34:36-07:00|Remind is a great app to stay connected to important contacts.|Remind: School Communication|1.0
2022-01-13 14:59:55-07:00|Great way to keep in touch with teacher’s|Remind: School Communication|5.0
2022-01-13 06:54:38-07:00|Very closely connected by school it’s really helpful for students and parents |Remind: School Communication|5.0
2022-01-13 06:40:36-07:00|Not sure if there is some setting but by default I should be able to attach more than a 9 second video from my phone. The attachment size requirement should be increased.|Remind: School Communication|3.0
2022-01-11 19:41:23-07:00|absolutely unable to use the app, it glitches all over the place and there is no way to look at any messages… at all|Remind: School Communication|1.0
2022-01-11 08:18:01-07:00|I like Remind, the only problem is that you can’t Tallent To other students, just teachers.|Remind: School Communication|3.0
2022-01-10 12:24:03-07:00|The best way to communicate with my students in a manner that is quick and accessible. My courses do not function without this system!|Remind: School Communication|5.0
2022-01-10 10:13:16-07:00|Trying to send a message to parents and having to send multiple messages because you exceeded your amount.|Remind: School Communication|2.0
2022-01-09 12:58:09-07:00|This has been such a critical part of my son’s educational experience.|Remind: School Communication|5.0
2022-01-06 18:39:51-07:00|I can’t log into my class!! I have looked up my school name and even typed in the code and I can not find it at all!! What’s up with this app?|Remind: School Communication|1.0
